Code;Name
5IB;CHINA MEDICAL (INTL) GROUP LTD
5IC;SING HOLDINGS LIMITED
5IE;LORENZO INTERNATIONAL LIMITED
5IF;NATURAL COOL HOLDINGS LIMITED
5IG;GALLANT VENTURE LTD.
5JK;HIAP HOE LIMITED
5JS;INDOFOOD AGRI RESOURCES LTD.
5KI;SOUP RESTAURANT GROUP LIMITED
5KT;FUJIAN ZHENYUN PLAS IND CO LTD
5LE;SITRA HOLDINGS (INTL) LIMITED
5LY;MARCO POLO MARINE LTD.
5MD;SOON LIAN HOLDINGS LIMITED
5ME;EZION HOLDINGS LIMITED
5ML;OLD CHANG KEE LTD.
5MM;RESOURCES PRIMA GROUP LIMITED
5MQ;EPICENTRE HOLDINGS LIMITED
5MS;MEMSTAR TECHNOLOGY LTD.
5MZ;KINGSMEN CREATIVES LTD
5NF;MENCAST HOLDINGS LTD.
5NG;HEALTHWAY MEDICAL CORP LTD
5NK;ARTIVISION TECHNOLOGIES LTD.
5NV;CHASEN HOLDINGS LIMITED
5OC;KOYO INTERNATIONAL LIMITED
5OI;JAPAN FOODS HOLDING LTD.
5OQ;TEHO INTERNATIONAL INC LTD.
5OR;HEATEC JIETONG HOLDINGS LTD.
5OS;JUBILEE INDUSTRIES HLDGS LTD.
5OT;SINGAPORE MEDICAL GROUP LTD
5OU;CHINA ENVIRONMENT LTD.
5OX;MARY CHIA HOLDINGS LIMITED
5PC;GOODLAND GROUP LIMITED
5PD;HENGYANG PETROCHEM LOG LIMITED
5PF;JASON MARINE GROUP LIMITED
5PI;PLATO CAPITAL LIMITED
5PL;SBI OFFSHORE LIMITED
5PO;HIAP TONG CORPORATION LTD.
5QR;MSM INTERNATIONAL LIMITED
5QT;CHARISMA ENERGY SERVICES LTD
5QY;NET PACIFIC FIN HLDGS LTD
5RA;ASIA-PACIFIC STRATEGIC INV LTD
5RC;ES GROUP (HOLDINGS) LIMITED
5RE;SMARTFLEX HOLDINGS LTD
5RF;MERCURIUS CAP INVESTMENT LTD
5RJ;ACCRELIST LTD.
5SO;DUTY FREE INTERNATIONALLIMITED
5SR;ZHONGMIN BAIHUI RETAIL GRP LTD
5SY;CHEW'S GROUP LIMITED
5TG;800 SUPER HOLDINGS LIMITED
5TI;KITCHEN CULTURE HOLDINGS LTD.
5TJ;FAR EAST GROUP LIMITED
5TN;IEV HOLDINGS LIMITED
5TP;CNMC GOLDMINE HOLDINGS LIMITED
5TR;LIBRA GROUP LIMITED
5TS;ALPHA ENERGY HOLDINGS LIMITED
5TT;KEONG HONG HOLDINGS LIMITED
5TW;CHASWOOD RESOURCES HLDGS LTD.
5TY;ADVANCED SYSTEMS AUTOMATION
5UA;STARLAND HOLDINGS LIMITED
5UE;SHC CAPITAL ASIA LIMITED
5UF;MAXI-CASH FIN SVCS CORP LTD
5UJ;NEO GROUP LIMITED
5UL;ATLANTIC NAVIGATION HLDG(S)LTD
5UN;SINCAP GROUP LIMITED
5UO;SYSMA HOLDINGS LIMITED
5UQW;METAL COMPONENT ENGG W170908
5UV;P99 HOLDINGS LIMITED
5UX;OXLEY HOLDINGS LIMITED
5UZ;DECLOUT LIMITED
5VC;KORI HOLDINGS LIMITED
5VI;LOGISTICS HOLDINGS LIMITED
5VJ;HALCYON AGRI CORPORATION LTD
5VNW;CHINA MED (INTL) W180329
5VOW;VIKING OFFSHORE AND MA W180425
5VP;GDS GLOBAL LIMITED
5VS;HAFARY HOLDINGS LIMITED
5VU;ELEKTROMOTIVE GROUP LIMITED
5VZW;ASIA-PACIFIC STRATEGIC W180716
5WA;INTL HEALTHWAY CORP LIMITED
5WD;PS GROUP HOLDINGS LTD.
5WE;MOYA HOLDINGS ASIA LIMITED
5WF;ISOTEAM LTD.
5WG;SINGAPORE KITCHEN EQUIPMENTLTD
5WH;REX INTERNATIONAL HOLDING LTD
5WJ;MONEYMAX FINANCIAL SERVICESLTD
5WV;ASIAPHOS LIMITED
600;HYFLUX LTD
601B;STATE BANK INDIAUS$400M 6.439%
602B;DAH SING BK US$200M6.253%PERPN
603B;EXPIMPBKOR EUR750M4.625%170220
608B;PROVINCE OF ONTARIO BD7.5%24
60AB;EXP-IMPBKMUS$500M2.48%211020
60BB;GLOBAL PRIMEUS$200M5.5%231018
60CB;SUMITOMIBKUS$500MF181019
60DB;SUMITOMIBKUS$500M1.762%N181019
60EB;GLOBAL BK US$550M 4.5%N211020A
60FB;GLOBAL BK US$550M 4.5%N211020R
60GB;MODERNLANDUS$350M6.875%N191020
60HB;ROYAL C US$375M4.875%PERCAPSEC
60IB;JAP INTL US$500M2.125%B261020A
60JB;JAP INTL US$500M2.125%B261020R
60KB;JULIUS BAERS$325M5.75%PERPBOND
60LB;FULLERTN IC INR5B8.125%N191124
60MB;EXIMBKKOR US$700M2.375%N270421
60NB;EXIMBKKOR US$750M1.5%N191021
60OB;EXIMBKKOR US$300M1.875%N211021
60PB;EXIMBKKOR USD750M F191021
60QB;ALAMSYNERGYUS$245M6.625%220424
60RB;KORNATOILUS$650M2.5%N261024A
60SB;KORNATOILUS$650M2.5%N261024R
60TB;KORNATOILUS$350M2%N211024A
60UB;KORNATOILUS$350M2%N211024R
60VB;NEO SOLAR POWER US$120MZ191027
60WB;BDOUNIBANKUS$300M2.625%N211024
60XB;DAIWA SEC US$100MZ461026
60YB;DELHIA US$522.6M6.125%N261031A
60ZB;DELHIA US$522.6M6.125%N261031R
61AB;THETA CAP US$425M6.75%N261031
61BB;ECLFIN INR5.02B9.05%N191228
61CB;KOREADEVBK CNY60M3.6%N191102
61DB;GOLDENWHEELUS$100M8.25%N191103
61EB;SHANXI RD US$250M4.85%B191104
61FB;LI&FUNGUS$650M5.25%PERCAPSEC
61GB;KOREALAND US$70M2.62%N311028
61HB;TRINIDADGENUS$600M5.25%271104A
61IB;TRINIDADGENUS$600M5.25%271104R
61JB;BKOFNOVASCOCNY125M3.95%N191112
61KB;FONTERRA EUR350M0.75%N241108
61LB;KOREA EXPC HK$931M1.65%N191018
61MB;CENT CHINA US$200M6.75%N211108
61NB;MAPLETREECOMS$85M2.795%N231115
61OB;KOOKMINBK US$20M1.38%N171027
61PB;VALIN MINING US$354.8MZ211115
61QB;HDB S$900M2.22%N211122
61RB;DOOSANINF US$300M2.375%N191121
61SB;OVERSEASFORUS$205M5% PERCAPSEC
61TB;QBEINS US$399.954M7.5%N431124A
61UB;QBEINS US$399.954M7.5%N431124R
61WB;CHINAENERGYUS$265M6.25%191125
61XB;FUXIANG US$300M3.625%N191130
61YB;AUCKLANDC NOK1B 2.0775%N311128
61ZB;STUDIOCITUS$350M5.875%N191130A
62AB;STUDIOCITUS$350M5.875%N191130R
62BB;STUDIOCITYUS$850M7.25%N211130A
62CB;STUDIOCITYUS$850M7.25%N211130R
62DB;KOREADEVBK CNH100M4.18%N191129
62EB;FM CAS S2013C01 CM1 F231024
62FB;FM CAS S2013C01 CM2 F231024
62GB;FM CAS S2014C01 CM1 F240125
62HB;FM CAS S2014C01 CM2 F240125
62IB;FM CAS S2014C02 C1M1 F240525
62JB;FM CAS S2014C02 C1M2 F240525
62KB;FM CAS S2014C02 C2M1 F240525
62LB;FM CAS S2014C02 C2M2 F240525
62MB;FM CAS S2014C03 C1M1 F240725
62NB;FM CAS S2014C03 C1M2 F240725
62OB;FM CAS S2015C04 C2M1 F280425
62PB;FM CAS S2015C04 C2M2 F280425
62QB;FM CAS S2016C01 C1B F280825
62RB;FM CAS S2016C01 C1M1 F280825
62SB;FM CAS S2016C01 C1M2 F280825
62TB;FM CAS S2016C01 C1M2A F280825
62UB;FM CAS S2016C01 C1M2B F280825
62VB;FM CAS S2016C01 C1M2F F280825
62WB;FM CAS S2016C01 C1M2I F280825
62XB;FM CAS S2016C01 C2M1 F280825
62YB;FM CAS S2015C04 C1M2 F280425
62ZB;FM CAS S2015C04 C1M1 F280425
63AB;FM CAS S2015C03 C2M2 F250725
63BB;FM CAS S2015C03 C2M1 F250725
63CB;FM CAS S2015C03 C1M2 F250725
63DB;FM CAS S2015C03 C1M1 F250725
63EB;FM CAS S2015C02 C2M2 F250525
63FB;FM CAS S2015C02 C2M1 F250525
63GB;FM CAS S2015C01 C2M2 F250225
63HB;FM CAS S2015C01 C2M1 F250225
63IB;FM CAS S2015C01 C1M2 F250225
63JB;FM CAS S2015C01 C1M1 F250225
63KB;FM CAS S2014C04 C2M2 F241125
63LB;FM CAS S2014C04 C2M1 F241125
63MB;FM CAS S2014C04 C1M2 F241125
63NB;FM CAS S2014C04 C1M1 F241125
63OB;FM CAS S2014C03 C2M2 F240725
63PB;FM CAS S2014C03 C2M1 F240725
63QB;FM CAS S2016C01 C2M2 F280825
63RB;FM CAS S2016C01 C2M2A F280825
63SB;FM CAS S2016C01 C2M2I F280825
63TB;FM CAS S2016C01 C2M2F F280825
63UB;FM CAS S2016C01 C2M2B F280825
63VB;FM CAS S2016C02 C1M1 F280925
63WB;FM CAS S2016C02 C1M2 F280925
63XB;FM CAS S2016C02 C1M2A F280925
63YB;FM CAS S2016C02 C1M2F F280925
63ZB;FM CAS S2016C02 C1M2I F280925
645B;FORDMOTORCOUS$1.5B6.375%290201
64AB;FM CAS S2015C02 C1M2 F250525
64BB;FM CAS S2015C02 C1M1 F250525
64CB;FM CAS S2016C03 C2M1 F281025
64DB;FM CAS S2016C03 C1B F281025
64EB;FM CAS S2016C03 C1M2B F281025
64FB;FM CAS S2016C03 C1M2F F281025
64GB;FM CAS S2016C03 C1M2I F281025
64HB;FM CAS S2016C03 C1M2A F281025
64IB;FM CAS S2016C03 C1M2 F281025
64JB;FM CAS S2016C03 C1M1 F281025
64KB;FM CAS S2016C02 C1B F280925
64LB;FM CAS S2016C02 C1M2B F280925
64MB;FM CAS S2016C06 C1B F290425
64NB;FM CAS S2016C06 C1M2B F290425
64OB;FM CAS S2016C06 C1M2I F290425
64PB;FM CAS S2016C06 C1M2U F290425
64QB;FM CAS S2016C06 C1M2T F290425
64RB;FM CAS S2016C05 C2B F290125
64SB;FM CAS S2016C05 C2M2B F290125
64TB;FM CAS S2016C05 C2M2I F290125
64UB;FM CAS S2016C05 C2M2F F290125
64VB;FM CAS S2016C05 C2M2A F290125
64WB;FM CAS S2016C05 C2M2 F290125
64XB;FM CAS S2016C05 C2M1 F290125
64YB;FM CAS S2016C04 C1B F290125
64ZB;FM CAS S2016C04 C1M2B F290125
65AB;FM CAS S2016C04 C1M2I F290125
65BB;FM CAS S2016C03 C2M2 F281025
65CB;FM CAS S2016C03 C2M2A F281025
65DB;FM CAS S2016C03 C2M2I F281025
65EB;FM CAS S2016C03 C2M2F F281025
65FB;FM CAS S2016C03 C2M2B F281025
65GB;FM CAS S2016C03 C2B F281025
65HB;FM CAS S2016C04 C1M1 F290125
65IB;FM CAS S2016C04 C1M2 F290125
65JB;FM CAS S2016C04 C1M2A F290125
65KB;FM CAS S2016C04 C1M2F F290125
65LB;FM CAS S2016C06 C1M1 F290425
65MB;FM CAS S2016C06 C1M2 F290425
65NB;FM CAS S2016C06 C1M2A F290425
65OB;FM CAS S2016C06 C1M2R F290425
65PB;FM CAS S2016C06 C1M2S F290425
65QB;KOREADEVBKAUD100M3.966%N261130
65RB;EX-IMBKCNEUR850M0.625%N211202
65SB;EX-IMBKCNEUR1.15B0.25%N191202
65TB;WOORIBANK US$20MF211202
65UB;LONCIN CNY800M4.5%B191205
65VB;SHINHANBKUS$500M3.875%N261207
65WB;RONSHINE USD175M6.95%N191208
65XB;REPUBINDOUSD1.5B5.25%470108A
65YB;REPUBINDOUSD1.5B5.25%470108R
65ZB;REPUBINDOUSD1.25B4.35%270108A
66AB;REPUBINDOUSD1.25B4.35%270108R
66BB;REPUBINDOUSD750M3.7%220108A
66CB;REPUBINDOUSD750M3.7%220108R
66DB;3IINFOTEUSD16.323M2.5%CB250331
66EB;SHOUGANGCUSD400M3.375%B191209
66FB;ICICI BK USD10M F211213
66GB;ZHENJIANGT USD140M5.25%N191212
66HB;KOREALAND USD40M2.8%N311116
66IB;KOREALAND USD30M2.81%N311116
66JB;COUNTRYGARUSD350M5.625%N261215
66KB;BAOXINA USD300M8.75% PERCAPSEC
66LB;EX-IM BKKORUSD50M3.2%281214
66MB;TEWOO US$300M4.5%N191216
66OB;MIRVAC GRP JPY10B0.95%N311218
66PB;PRIME BLOOM US$250M7.5%N191219
66QB;L.R. CAPITAL US$150M5%N191221
66RB;ZHENJIANGT USD30M5.25%N191212T
66SB;WEBSOL ENERGY USD12MC210501
66TB;KALJPABS20 JPY5B2.339%N191227
66UB;KALJPABS20 JPY10B1.839%N191227
66VB;ZHENJIANG USD50M5.25%N191212TA
66WB;KRISENERGY S$200M2%N230822
66XB;KRISENERGYS$130M2%220609
66YB;PRIME BLOOMUS$95M7.5%N191219 T
66ZB;SUMITOMBK US$750M1.966%N190111
67AB;SUMITOMIBKUS$500MF190111
67BB;CHINAAOYUAN US$250M6.35%200111
67CB;DBS GRP HKD794M2.8% N220113
67DB;DBS GRP HKD106M2.78% N220113
67EB;EASY TACTICUS$265M5.75%N220113
67FB;BPRL INTL US$600M4.375%N270118
67GB;MAPLETREETREAS$625M4.5%PERSEC
67HB;SHRIRAMTR RS4.75B8.25%N200218
67IB;ADANIPORTSUS$500M3.95%N220119A
67JB;ADANIPORTSUS$500M3.95%N220119R
67KB;AUCKLANDCOUN EU500M1%N270119
67LB;KOREA USD1B 2.75%N270119
67MB;YANLORDHK USD450M5.875%N220123
67NB;DBS BK EUR750M0.375%B240123
67OB;STATEBKIND USD500M3.25%N220124
67PB;NANYA TECH USD500MC220124
67QB;ASAHI ML USD350M7.25%PERSEC
67RB;UTDPHOTOVOLUSD250M8.25%N200125
67SB;GREEN RIVER USD42.6MC220125
67TB;EZAKI GLICO YEN30BC240130
67UB;EX-IMBKKOR USD500M F220125
67VB;EX-IM BKKORUSD500M2.125%200125
67WB;EX-IM BKKORUSD500M2.75%220125
67XB;CHINAOPPINUS$145.2M1.98%180622
67YB;CHINAOPPINUS$198.4M2.15%180914
67ZB;CHINAOPPINUS$350.6M2.15%180920
68AB;PB INTL USD200M7.625%N220126
68BB;SIAMCOMMBKUS$400M3.2%220726
693B;TENNESSEE VALLEY BD6.75%251101
6KNB;SP POWER A S$500M4.84%N181022
6PEB;KOREAELPWRUS$300M5.125%340423A
6PFB;KOREAELPWRUS$300M5.125%340423R
6RWB;KT CORP US$100M6.5%N340907
6SUS;NY05100N 200901
6XDB;CITIGROUP S$100M3.50%200408
702B;LTA S$200M2.9%N230619
715B;FORDMOTORCOUS$1.5B6-5/8%281001
717B;FORDMOTCOUS$1.8BGLS7.45%310716
762B;LUCENT US$1.36B6.45%DEB290315
776B;REPUBLIC OF ITALY DEB6.875% 23
7CZB;INDON US$600M8.5%N351012A
7DAB;INDON US$600M8.5%N351012R
7DGB;PUB S$300M3.52%N201026
7DOB;REPUBOFKORUS$400M5.625%N251103
7IEB;INDON US$1B6.875%N170309A
7IFB;INDON US$1B6.875%N170309R
7JKB;PARK24 YEN15B CB260410
7LGB;BRASKEM US$200M 9% BOND A
7LHB;BRASKEM US$200M 9% BOND R
7OMB;ICICI BK US$340M S7.25% A
7ONB;ICICI BK US$340M S7.25% R
7ORB;PUB S$400M 3.9%B180831
7PMS;NY07100X 220901
7PWB;DEVBKPHIL US$130M8.375%PERPSEC
7QMB;EXPIMPBKKOUS$300M5.375%161004A
7QNB;EXPIMPBKKOUS$300M5.375%161004R
7QQS;NZ07100S 270301
7QUB;LENDLEASE GBP300M6.125%N211012
7QVB;UNITED GULF BK US$100MF161013
7RCB;MAJAPAHIT US$550M7.75%N161017A
7RDB;MAJAPAHIT US$550M7.75%N161017R
7SSB;NAT PWR US$500M 6.875% N161102
7TSB;CANARABANKUS$250M6.365%N211128
7UGB;REPUBOFKOR EU375M4.25%N211207
7UHB;REPUBOFKORUS$500M5.125%N161207
7ULB;WHARF MTN S$250M4.3%N181028
7UMB;KOREANATOILUS$1B4%N161027A
7UNB;KOREANATOILUS$1B4%N161027R
7UPB;KOREADEVBKUS$1B3.875%N170504
7USB;BKOFEASTASIUS$500M6.375%220504
7UUB;HENDERSON S$200M3.865%N161111
7UWB;THEUNITEDLABCNY790M7.5%C161114
7UXB;HDB S$600M1.83%N181121
7UYB;KOREADEVBKUS$750M4.625%N211116
7UZB;PER PENER SBSN US$1B4%181121 R
7VAB;PER PENER SBSN US$1B4%181121 A
7VCB;DOOSANINFRA US$350M4.5%N161123
7VDB;PER PLNEGARA US$1B5.5%B211122A
7VEB;PER PLNEGARA US$1B5.5%B211122R
7VFB;ASCOTTRMTN S$100M 4.3% N181130
7VJB;CHINABAOWUCNY500M4.375%B161201
7VKB;MAYBANK BHD HK$572M2.7%N161207
7VLB;GLP S$500M5.5%PERCAPSEC
7VMB;HYUNDAI CAP A US$500M4%170608R
7VNB;HYUNDAI CAP A US$500M4%170608A
7VPB;TENCENT US$600M4.625%N161212A
7VQB;TENCENT US$600M4.625%N161212R
7VUB;HANA BANK US$500M4.25%N170614A
7VVB;HANA BANK US$500M4.25%N170614R
7VWB;GATI US$22.182MCB161213
7VXB;POSCO YEN15B 2.7%211222
7WAB;TELSTRA CORP A$50M6.93%N231219
7WBB;TELSTRA CORPEUR75M4.01%N231220
7WCB;EXP-IMP BK KORUS$1.25B4%170111
7WDB;EXP-IMP BK KORUS$1B5%220411
7WEB;REPUBINDOUS$1.75B5.25%420117A
7WFB;REPUBINDOUS$1.75B5.25%420117R
7WKB;SUMITOMITBKUS$500M3.95%220112A
7WLB;SUMITOMITBKUS$500M3.95%220112R
7WNB;WILMAR S$250M3.5%N170125S
7WOB;WILMAR S$100M4.1%N190125S
7WPB;UEL S$250M4.2%N170126S
7WTB;OUE LTD S$300M4.95%N170201
7WUB;KOREA GAS US$750M6.25%N420120R
7WVB;KOREA GAS US$750M6.25%N420120A
7WWB;NANFUNGT(I)US$350M5.25%N170120
7WXB;KT CORP US$350M 3.875%N170120
7XAB;HUTCHIWHAMUS$1B4.625%220113A
7XBB;HUTCHIWHAMUS$1B4.625%220113R
7XDB;ASCENDASREIT S$200M4%N220203
7XEB;SHINHANBKUS$700M4.375%N170727A
7XFB;SHINHANBKUS$700M4.375%N170727R
7XGB;RIZALCOMBKUS$200M5.25%N170131
7XHB;COCA-COLAAMA$250M4.875%N170201
7XJB;DAHSINGBK S$225M4.875%N220209
7XLB;BUSANBK US$300M 4.125% N170209
7XMB;ROSY UNI US$500M 6.5% N170209
7XNB;KEPPELCORP S$400M3.145%N220214
7XRB;THEISRAELELUS$500M6.7%N170210A
7XSB;THEISRAELELUS$500M6.7%N170210R
7XTB;BRASKEMFINUS$250M5.75%210415TR
7XUB;WISEYEARUS$500M5%N170205
7XWB;MAYBANK BHD US$400M 3%N170210
7XXB;HDB S$385M1.105%N170216
7XYB;SM INVEST US$300M1.625%B170215
7XZB;RELIANCEUS$1B5.4%N220214R
7YAB;RELIANCEUS$1B5.4%N220214A
7YBB;DBS BK S$1B N3.3%220221
7YEB;BDO UNIBANK US$300M4.5%B170216
7YFB;KOREADEVBKUS$750M3.5%N170822
7YGB;MINERVA US$350M12.25%N220210R
7YHB;MINERVA US$350M12.25%N220210A
7YIB;BANKTOKYOUS$1B2.35%N170223
7YJB;OLAM S$275M7% PERCAPSEC
7YKB;MMI INTL US$300M8%N170301A
7YLB;MMI INTL US$300M8%N170301R
7YMB;DBS BK US$1B 2.35%N170228A
7YNB;DBS BK US$1B 2.35%N170228R
7YQB;CHINABAOWU CNY1.5B4.15%B170301
7YRB;SINGPOSTS$350M4.25%PERCAPSEC
7YSB;SUMITOMITBKUS$1.5B4.85%B220301
7YTB;MAPLEINDTREAS$125M3.75%N190308
7YVB;RELIANCEUS$500M5.4%N220214TR
7YZB;AXIS BK US$500M 5.125%N170905A
7ZAB;AXIS BK US$500M 5.125%N170905R
7ZCB;UOB US$500M 2.25%N170307
7ZDB;STELGPTRE US$700M2.375%N170908
7ZEB;GENTINGSIS$1.8B5.125%PERCAPSEC
7ZGB;PTBERAUCOAUS$500M7.25%N170313A
7ZHB;PTBERAUCOAUS$500M7.25%N170313R
7ZIB;IND&COMMBKCHUS$300M2.75%170912
7ZJB;THEBKEASTASIAS$600M4.25%220913
7ZKB;HYUNDAICAPUS$500M3.5%170913A
7ZLB;HYUNDAICAPUS$500M3.5%170913R
7ZOB;MAPLETREELOG S$350M5.375% PERP
7ZPB;MITSUISUMITINUS$1.3B7%N720315A
7ZQB;MITSUISUMITINUS$1.3B7%N720315R
7ZSB;SIAMCOMMBKUS$600M3.375%170919A
7ZTB;SIAMCOMMBKUS$600M3.375%170919R
7ZVB;AEON FINANCIAL YEN15B CB170323
7ZWB;AGILEGRP US$700M9.875%N170320
7ZYB;MIZUHOCOBKUS$1.5B2.55%N170317A
7ZZB;MIZUHOCOBKUS$1.5B2.55%N170317R
894B;SINGTEL US$500M7.375%N311201A
898B;SINGTEL US$500M7.375%N311201R
A04;ASL MARINE HOLDINGS LTD
A05;AVJENNINGS LIMITED
A0W;LYXOR COMMODITIES CRB FUND 10
A13;ALLIED TECHNOLOGIES LIMITED
A17U;ASCENDAS REAL ESTATE INV TRUST
A23;AURIC PACIFIC GROUP LIMITED
A26;SINARMAS LAND LIMITED
A27;MDR LIMITED
A30;ASPIAL CORPORATION LIMITED
A31;ADDVALUE TECHNOLOGIES LTD
A33;BLUMONT GROUP LTD.
A34;AMARA HOLDINGS LTD
A35;ABF SPORE BOND INDEX FUND ETF
A50;ROWSLEY LTD.
A52;ANNAIK LIMITED
A55;ASIA ENTERPRISES HOLDING LTD
A68U;ASCOTT RESIDENCE TRUST
A75;ACE ACHIEVE INFOCOM LIMITED
A78;LIONGOLD CORP LTD
A7RU;KEPPEL INFRA TRUST WEF 2015
A7S;SUNVIC CHEMICAL HOLDINGS LTD
A9A;LYXOR MSCI TAIWAN INDEX FUND10
A9B;LYXOR HANG SENG INDEX FUND 10
AAI;PJSC GAZPROM GDR
AAJ;SUNMOON FOOD COMPANY LIMITED
ACV;FRASERS HOSPITALITY TRUST
ACW;CWG INTERNATIONAL LTD.
AD7;CHINA BEARING (SINGAPORE) LTD.
AD8;SINO TECHFIBRE LIMITED
ADJ;OLS ENTERPRISE LTD.
ADN;FIRST SPONSOR GROUP LIMITED
ADP;SWISSCO HOLDINGS LIMITED
ADQU;ACCORDIA GOLF TRUST
AFC;YUUZOO CORPORATION LIMITED
AFUS;NX15100Z 250601
AFVS;N515100S 200701
AFWS;N215100F 171001
AGAW;INNOPAC HOLDINGS W171110
AGS;THE HOUR GLASS LIMITED
AIY;IFAST CORPORATION LTD.
AJ2;OUHUA ENERGY HOLDINGS LIMITED
AJBU;KEPPEL DC REIT
AJHW;SHS HOLDINGS W191216
AO9;LYXOR KOREA 10
AOF;AMPLEFIELD LIMITED
AP4;RIVERSTONE HOLDINGS LIMITED
ATL;COURAGE MARINE GROUP LIMITED
ATO;LANG CAPITAL FUND
AU8U;CAPITALAND RETAIL CHINA TRUST
AUE;GOLDEN ENERGY AND RESOURCESLTD
AVM;BOUSTEAD PROJECTS LIMITED
AVV;CEI LIMITED
AVX;HL GLOBAL ENTERPRISES LIMITED
AVZ;AZTECH GROUP LTD.
AW9U;FIRST REAL ESTATE INV TRUST
AWC;BROOK CROMPTON HOLDINGS LTD.
AWE;SP CORPORATION LIMITED
AWG;AEI CORPORATION LTD
AWI;THAKRAL CORPORATION LTD
AWK;FUXING CHINA GROUP LIMITED
AWM;SHANGHAI TURBO ENTERPRISES LTD
AWO;MIRACH ENERGY LIMITED
AWS;GLOBAL YELLOW PAGES LIMITED
AWUW;GLOBAL YELLOW PAGES W190625
AWV;CAPTII LIMITED
AWX;AEM HOLDINGS LTD
AWZ;MULTI-CHEM LIMITED
AXB;YONGNAM HOLDINGS LIMITED
AXH;ADV INTEGRATED MFG CORP LTD
AXL;CHINA FIBRETECH LTD.
AXV;CHANGTIAN PLASTIC & CHEM LTD
AXXZ;FCL TREA S$500M3.65%B220522
AXZ;LI HENG CHEM FIBRE TECH LTD
AYB;LAFE CORPORATION LIMITED
AYD;PLASTOFORM HOLDINGS LIMITED
AYF;UNI-ASIA HOLDINGS LIMITED
AYL;STAR PHARMACEUTICAL LIMITED
AYN;GLOBAL TESTING CORPORATION LTD
AYV;ACMA LTD.
AZA;IPC CORPORATION LIMITED
AZG;8TELECOM INTL HOLDINGS CO LTD
AZI;AUSNET SERVICES LTD
AZR;UNITED FOOD HOLDINGS LIMITED
AZT;NUTRYFARM INTERNATIONAL LTD
AZW;CHINA TAISAN TECH GRP HLDGSLTD
AZY;PAN OCEAN CO., LTD.
AZZ;CHINA GAOXIAN FIBREFAB HLDGLTD
B07;NEXT-GEN SATELLITE COMM LTD
B08;BRITISH & MALAYAN TRUSTEES LTD
B0I;FORELAND FABRICTECH HLDS LTD
B0Z;CHINA FISHERY GROUP LIMITED
B10;BOARDROOM LIMITED
B16;GL LIMITED
B1ZU;RICKMERS MARITIME
B26;BAN LEONG TECHNOLOGIES LIMITED
B28;BONVESTS HOLDINGS LTD
B2F;M1 LIMITED
B49;WORLD PRECISION MACHINERY LTD
B58;BANYAN TREE HOLDINGS LIMITED
B61;BUKIT SEMBAWANG ESTATES LTD
B66;PT BERLIAN LAJU TANKER TBK
B69;BROADWAY INDUSTRIAL GROUP LTD
B73;GLOBAL INVESTMENTS LIMITED
B7K;SIN GHEE HUAT CORPORATION LTD.
B9S;COSMOSTEEL HOLDINGS LIMITED
BABW;CHINA GAOXIAN FIBREFAB W180918
BAC;CAMSING HEALTHCARE LIMITED
BAI;S I2I LIMITED
BAZ;LION ASIAPAC LTD
BBP;HOR KEW CORPORATION LIMITED
BBT;WHITE ORCHID FUND
BBW;AZEUS SYSTEMS HOLDINGS LTD.
BCD;CHINA YUANBANG PROP HLDGS LTD
BCV;QIAN HU CORPORATION LIMITED
BCX;CHINA FLEXIBLE PACK HLDG LTD
BCY;POWERMATIC DATA SYSTEMS LTD
BCZ;TRAVELITE HOLDINGS LTD.
BDA;PNE INDUSTRIES LTD
BDF;EXCELPOINT TECHNOLOGY LTD
BDN;RYOBI KISO HOLDINGS LTD.
BDR;WILLAS-ARRAY ELEC (HLDGS) LTD
BDU;FEDERAL INT(2000) LTD
BDV;FISCHER TECH LTD
BDX;GSH CORPORATION LIMITED
BEC;BRC ASIA LIMITED
BEH;CHINA INTERNATIONAL HLDGS LTD
BEI;LHT HOLDINGS LIMITED
BESU;INDIABULLS PROPERTIES INVTRUST
BEV;SWING MEDIA TECHNOLOGY GRP LTD
BEW;JB FOODS LIMITED
BEYZ;ASPIAL TREA S$150M5.25%B200828
BEZ;BENG KUANG MARINE LIMITED
BFI;TIONG SENG HOLDINGS LIMITED
BFK;PHARMESIS INTERNATIONAL LTD.
BFT;FABCHEM CHINA LIMITED
BFU;TYE SOON LTD
BGK;SWIBER HOLDINGS LIMITED
BGO;UNIVERSAL RESOURCE & SVCS LTD
BHD;CHINA MINING INTERNATIONAL LTD
BHK;SIIC ENVIRONMENT HOLDINGS LTD.
BHO;TOP GLOBAL LIMITED
BHQ;SUNNINGDALE TECH LTD
BHU;SUTL ENTERPRISE LIMITED
BIOZ;PERENNIAL S$300M4.65%N181023
BIP;VIBRANT GROUP LIMITED
BIX;ELLIPSIZ LTD
BJD;VIBROPOWER CORPORATION LIMITED
BJE;JAYA HOLDINGS LTD
BJFZ;OXLEY MTN S$300M 5% B191105
BJGS;NA16100H 460301
BJHS;NX16100F 260601
BJIS;NZ16100X 360801
BJJS;N516100Z 211001
BJL;LCT HOLDINGS LIMITED
BJV;YAMADA GREEN RESOURCES LIMITED
BJW;SHINVEST HOLDING LTD.
BJZ;KODA LTD
BKA;SIN HENG HEAVY MACHINERY LTD
BKB;LH GROUP LIMITED
